iucn_sid,sciname,common,subpop,habs,max_depth,cat,cat_score
166415,otolithoides pama,NA,NA,9.10,< 200 m,dd,NA
166428,corica soborna,the ganges river sprat,NA,"9.1, 9.10",< 200 m,lc,0
166433,notopterus notopterus,NA,NA,9.10,< 200 m,lc,0
166442,tenualosa ilisha,hilsa,NA,9.1,< 200 m,lc,0
166446,arius arius,threadfin sea catfish,NA,"10.1, 9.1, 9.10",200 m +,lc,0
166456,macrognathus aculeatus,NA,NA,9.10,< 200 m,lc,0
166461,macrospinosa cuja,NA,NA,"9.10, 9.5",< 200 m,dd,NA
166470,planiliza tade,NA,NA,"9.10, 9.8",< 200 m,dd,NA
166517,zenarchopterus striga,NA,NA,"12.7, 9.10",< 200 m,lc,0
166533,glossogobius giuris,bareye goby,NA,9.10,< 200 m,lc,0
166546,amblyeleotris gymnocephala,masked shrimpgoby,NA,"12.7, 9.10, 9.4, 9.5, 9.8",< 200 m,lc,0
166552,pisodonophis boro,NA,NA,9.1,< 200 m,lc,0
166566,toxotes chatareus,seven-spot archerfish,NA,9.10,< 200 m,lc,0
166572,zenarchopterus buffonis,buffon’s river garfish,NA,"12.1, 12.7, 9.10, 9.9",< 200 m,lc,0
166575,gazza minuta,toothed ponyfish,NA,"12.7, 9.1, 9.10, 9.5, 9.6, 9.9",< 200 m,lc,0
166598,drombus globiceps,bighead goby,NA,"10.1, 9.10",200 m +,lc,0
166620,odonteleotris macrodon,smooth-scaled gudgeon,NA,9.10,< 200 m,lc,0
166627,lates calcarifer,barramundi,NA,"10.1, 9.10",200 m +,lc,0
166638,hemigobius hoevenii,banded mullet-goby,NA,"12.7, 9.10",< 200 m,lc,0
166641,polynemus paradiseus,NA,NA,9.10,< 200 m,lc,0
166693,neritina violacea,red-mouth nerite snail,NA,"12.4, 9.10",< 200 m,lc,0
166699,assiminea beddomeana,NA,NA,"9.10, 9.6",< 200 m,lc,0
166700,iravadia ornata,NA,NA,"15.11, 9.10",< 200 m,lc,0
166704,gangetia miliacea,NA,NA,15.13,< 200 m,lc,0
166708,neritina sulculosa,NA,NA,12.7,< 20 m,lc,0
166709,tanysiphon rivalis,NA,NA,9.10,< 200 m,lc,0
166715,stenothyra deltae,NA,NA,9.10,< 200 m,lc,0
166719,scaphula deltae,NA,NA,15.13,< 200 m,lc,0
166725,stenothyra ornata,NA,NA,12.4,< 20 m,lc,0
166739,clithon reticulare,NA,NA,9.10,< 200 m,lc,0
166750,thiara paludomoidea,NA,NA,"12.7, 9.10",< 200 m,lc,0
166754,assiminea hungerfordiana,NA,NA,12.4,< 20 m,dd,NA
166774,polymesoda bengalensis,bengali geloina,NA,"12.4, 12.7",< 20 m,lc,0
166777,nerita articulata,NA,NA,9.10,< 200 m,lc,0
166783,stenothyra blanfordiana,NA,NA,12.4,< 20 m,lc,0
166856,planiliza macrolepis,largescale mullet,NA,9.10,< 200 m,lc,0
166863,thryssa hamiltonii,hamilton's thryssa,NA,"9.1, 9.10",< 200 m,lc,0
166868,megalops cyprinoides,indo-pacific tarpon,NA,"10.1, 12.7, 9.10, 9.8",200 m +,dd,NA
166879,gerres limbatus,NA,NA,10.1,200 m +,lc,0
166885,tephrinectes sinensis,cá bơn vỉ,NA,9.5,< 200 m,lc,0
166892,terapon jarbua,tiger perch,NA,10.1,200 m +,lc,0
166893,ambassis vachellii,vachell's glassfish,NA,"12.6, 12.7, 9.10",< 200 m,lc,0
166894,anguilla bicolor,shortfin eel,NA,"10.1, 10.2, 10.3, 13.1, 9.1, 9.10, 9.8, 9.8.4",200 m +,nt,0.2
166897,gerres filamentosus,whipfin mojarra,NA,"12.7, 9.10, 9.4, 9.5, 9.6",< 200 m,lc,0
166900,hyporhamphus limbatus,congaturi halfbeak,NA,10.1,200 m +,lc,0
166904,cynoglossus lingua,long tonguesole,NA,"9.10, 9.5",< 200 m,lc,0
166905,lutjanus erythropterus,crimson snapper,NA,"9.10, 9.3, 9.4, 9.5, 9.6, 9.8",< 200 m,lc,0
166910,tenualosa reevesii,reeve’s shad,NA,"9.1, 9.10",< 200 m,dd,NA
166913,cynoglossus puncticeps,speckled tonguesole,NA,"12.7, 9.10, 9.5",< 200 m,lc,0
166919,gerres oyena,common silver-biddy,NA,"9.10, 9.4, 9.6, 9.8",< 200 m,lc,0
166925,monodactylus argenteus,silver moony,NA,"12.7, 9.10, 9.8",< 200 m,lc,0
166929,echidna polyzona,barred moray,NA,"9.2, 9.8",< 200 m,lc,0
166935,trypauchen vagina,burrowing goby,NA,"12.4, 12.7, 17, 9.10, 9.8, 9.8.4",< 200 m,lc,0
166940,cynoglossus trigrammus,NA,NA,"9.10, 9.4, 9.6",< 200 m,lc,0
166942,gymnothorax buroensis,buro moray,NA,"9.8, 9.8.3, 9.8.4",< 200 m,lc,0
166944,osteomugil perusii,longfinned mullet,NA,"12.4, 9.10",< 200 m,lc,0
166947,lagocephalus sceleratus,silver-cheeked toadfish,NA,"10.1, 9.2, 9.4, 9.9",200 m +,lc,0
166955,parapocryptes serperaster,NA,NA,"12.4, 12.7, 9.10",< 200 m,lc,0
166963,taenioides gracilis,slender eel goby,NA,9.10,< 200 m,lc,0
166966,verasper variegatus,spotted halibut,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,vu,0.4
166974,cryptocentrus pavoninoides,peacock shrimpgoby,NA,"9.4, 9.6, 9.8, 9.8.3, 9.8.4",< 200 m,dd,NA
166982,periophthalmodon schlosseri,giant mudskipper,NA,"12.4, 9.10",< 200 m,lc,0
166985,hyporhamphus unifasciatus,atlantic silverstripe halfbeak,NA,"10.1, 9.10",200 m +,lc,0
166989,tridentiger trigonocephalus,chameleon goby,NA,"10.1, 12.2, 12.4, 12.6, 9.10, 9.3, 9.4, 9.6, 9.8, 9.9",200 m +,lc,0
166990,boleophthalmus boddarti,boddart's goggle-eyed goby,NA,"12.4, 12.7, 9.10",< 200 m,lc,0
166992,caragobius urolepis,scaleless worm goby,NA,"12.4, 12.7, 9.10",< 200 m,lc,0
166996,psettodes erumei,indian halibut,NA,"9.10, 9.5",< 200 m,dd,NA
167006,takifugu ocellatus,ocellated puffer,NA,"10.1, 9.10, 9.4, 9.5, 9.6",200 m +,nt,0.2
167010,oxyurichthys tentacularis,NA,NA,9.10,< 200 m,dd,NA
167710,odontesthes regia,chilean silverside,NA,9.1,< 200 m,lc,0
167944,odaxothrissa ansorgii,ansorge's fangtooth pellonuline,NA,9.1,< 200 m,lc,0
167946,odaxothrissa mento,nigerian fangtooth pellonuline,NA,9.1,< 200 m,lc,0
167997,pellonula vorax,bigtoothed pellonula,NA,9.1,< 200 m,lc,0
168000,enneacampus kaupi,vipère de mer,NA,"12.7, 9.1",< 200 m,lc,0
168297,ayarnangra estuarius,NA,NA,9.10,< 200 m,dd,NA
168374,chaetodontoplus poliourus,NA,NA,"9.8, 9.8.2, 9.8.4",< 200 m,lc,0
168438,gobiopterus chuno,NA,NA,9.10,< 200 m,dd,NA
168780,acanthus ilicifolius,holy mangrove,NA,12.4,< 20 m,lc,0
169015,halophila ovalis,species code: ho,NA,"12.2, 12.4, 12.6, 12.7, 9.10, 9.4, 9.5, 9.6, 9.8, 9.8.2, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m,lc,0
169353,johnius coitor,big-eyed jewfish,NA,9.10,< 200 m,lc,0
169358,microphis leiaspis,barhead pipefish,NA,9.10,< 200 m,lc,0
169359,tetraroge barbata,mangrove waspfish,NA,"12.7, 9.10",< 200 m,lc,0
169361,hippichthys heptagonus,reticulated freshwater pipefish,NA,"12.7, 9.10",< 200 m,lc,0
169362,cestraeus oxyrhyncus,sharp-nosed river mullet,NA,9.10,< 200 m,dd,NA
169365,kurtus gulliveri,nurseryfish,NA,9.10,< 200 m,lc,0
169374,fundulus persimilis,yucatan killifish,NA,"9.10, 9.9",< 200 m,en,0.6
169376,poeciliopsis elongata,elongate toothcarp,NA,"12.7, 9.10",< 200 m,nt,0.2
169388,gobiosoma yucatanum,yucatan goby,NA,9.10,< 200 m,lc,0
169551,mystus wolffii,NA,NA,9.10,< 200 m,lc,0
169554,neostethus bicornis,NA,NA,"12.7, 9.10",< 200 m,lc,0
169587,nematalosa galatheae,galathea gizzard shad,NA,10.1,200 m +,lc,0
169590,lophiogobius ocellicauda,NA,NA,"9.10, 9.6",< 200 m,lc,0
169595,tridentiger kuroiwae,NA,NA,9.1,< 200 m,lc,0
169599,takifugu obscurus,NA,NA,"9.1, 9.10",< 200 m,lc,0
169628,coregonus subautumnalis,NA,NA,10.1,200 m +,vu,0.4
169632,plicofollis dussumieri,blacktip sea catfish,NA,"12.7, 9.10",< 200 m,lc,0
169636,bathygobius ostreicola,NA,NA,9.10,< 200 m,dd,NA
169676,chaetodontoplus vanderloosi,NA,NA,9.8,< 200 m,en,0.6
169679,centropyge abei,NA,NA,"9.2, 9.8, 9.8.3",< 200 m,lc,0
169948,jasus frontalis,juan fernandez rock lobster,NA,"10.1, 9.2, 9.4, 9.5",200 m +,dd,NA
169949,scyllarus arctus,small european locust lobster,NA,"9.2, 9.6, 9.9",< 200 m,lc,0
169951,panulirus penicillatus,pronghorn spiny lobster,NA,"12.1, 9.2",< 200 m,lc,0
169954,scyllarides haanii,aesop slipper lobster,NA,"9.2, 9.8",< 200 m,lc,0
169955,homarus gammarus,european lobster,NA,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m,lc,0
169956,thymopides grobovi,bellator lobster,NA,"10.2, 10.3",200 m +,lc,0
169957,metanephrops andamanicus,andaman lobster,NA,"11.1, 11.1.1",deep oceanic,lc,0
169958,nephropsis aculeata,florida lobsterette,NA,"11.1, 11.1.2",deep oceanic,lc,0
169959,metanephrops rubellus,urugavian lobster,NA,9.1,< 200 m,dd,NA
169960,ibacus brucei,glabrous fan lobster,NA,"10.1, 10.2, 9.3",200 m +,lc,0
169962,acanthacaris tenuimana,prickly deep-sea lobster,NA,11.1,deep oceanic,lc,0
169963,metanephrops mozambicus,african lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
169964,panulirus echinatus,brown spiny lobster,NA,"9.2, 9.3",< 200 m,lc,0
169965,metanephrops australiensis,northwest lobster,NA,"10.2, 11.1",200 m +,lc,0
169966,panulirus interruptus,california spiny lobster,NA,"12.1, 12.6",< 20 m,lc,0
169967,nephrops norvegicus,norway lobster,NA,"11.1, 11.1.2, 9.5, 9.6",200 m +,lc,0
169968,panulirus versicolor,painted spiny lobster,NA,9.8,< 200 m,lc,0
169969,evibacus princeps,shield fan lobster,NA,"10.1, 9.2, 9.4, 9.5, 9.6",200 m +,lc,0
169970,scyllarides deceptor,hooded slipper lobster,NA,"11.1, 11.1.1, 11.1.2, 9.2, 9.4",200 m +,lc,0
169971,metanephrops sagamiensis,sculpted lobster,NA,11.1,deep oceanic,dd,NA
169972,metanephrops challengeri,new zealand lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
169973,nephropsis neglecta,ruby lobsterette,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
169974,nephropsis stewarti,indian ocean lobsterette,NA,"10.1, 11.1, 11.1.2",200 m +,lc,0
169975,palinurus elephas,common spiny lobster,NA,9.2,< 200 m,vu,0.4
169976,panulirus argus,caribbean spiny lobster,NA,"9.2, 9.8, 9.9",< 200 m,dd,NA
169977,nephropsis malhaensis,saya de malha lobsterette,NA,11.1,deep oceanic,dd,NA
169978,scammarctus batei,soft locust lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
169979,thenus orientalis,flathead lobster,NA,"9.3, 9.4, 9.5",< 200 m,lc,0
169980,jasus paulensis,st paul rock lobster,NA,"10.1, 9.2, 9.7",200 m +,dd,NA
169981,eunephrops manningi,banded lobster,NA,11.1,deep oceanic,dd,NA
169982,homarinus capensis,NA,NA,18,unknown,dd,NA
169983,scyllarides latus,mediterranean slipper lobster,NA,9.2,< 200 m,dd,NA
169984,ibacus peronii,butterfly fan lobster,NA,"10.1, 10.2, 9.4, 9.5, 9.6",200 m +,lc,0
169985,nephropsis acanthura,spinetail lobsterette,NA,11.1,deep oceanic,lc,0
169986,nephropsis rosea,two-toned lobsterette,NA,"11.1, 11.1.2",deep oceanic,lc,0
169987,panulirus ornatus,ornate spiny lobster,NA,"9.2, 9.4, 9.5, 9.8",< 200 m,lc,0
169988,panulirus guttatus,spotted spiny lobster,NA,"9.2, 9.8, 9.8.3",< 200 m,lc,0
169989,petrarctus brevicornis,blue-back locust lobster,NA,"9.4, 9.5, 9.6",< 200 m,lc,0
169990,panulirus polyphagus,mud spiny lobster,NA,"9.2, 9.5, 9.6",< 200 m,lc,0
169991,scyllarides tridacnophaga,clamkiller slipper lobster,NA,"9.2, 9.8",< 200 m,lc,0
169993,panulirus inflatus,blue spiny lobster,NA,9.2,< 200 m,lc,0
169995,parribacus holthuisi,red-spotted mitten lobster,NA,"9.4, 9.8, 9.8.5",< 200 m,dd,NA
169996,parribacus caledonicus,caledonian mitten lobster,NA,"9.8, 9.8.1, 9.8.3",< 200 m,lc,0
169997,scyllarides brasiliensis,brazilian slipper lobster,NA,"10.1, 9.1",200 m +,lc,0
169999,palinurus gilchristi,southern spiny lobster,NA,9.2,< 200 m,lc,0
170000,acanthacaris caeca,atlantic deep-sea lobster,NA,11.1,deep oceanic,lc,0
170002,scyllarides elisabethae,cape slipper lobster,NA,"11.1, 11.1.2, 9.4, 9.5, 9.6",200 m +,lc,0
170003,metanephrops armatus,armoured lobster,NA,"11.1, 11.1.1",deep oceanic,dd,NA
170004,remiarctus bertholdii,two-spot locust lobster,NA,"9.5, 9.6",< 200 m,lc,0
170005,nupalirus japonicus,japanese furrow lobster,NA,9.2,< 200 m,lc,0
170006,panulirus japonicus,japanese spiny lobster,NA,12.1,< 20 m,dd,NA
170007,puerulus carinatus,red whip lobster,NA,"11.1, 11.1.2",deep oceanic,dd,NA
170008,scyllarides squammosus,blunt slipper lobster,NA,"9.2, 9.8",< 200 m,lc,0
170009,homarus americanus,american lobster,NA,"10.1, 10.2, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7, 9.9",200 m +,lc,0
170010,palinurus delagoae,natal spiny lobster,NA,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m,lc,0
170011,puerulus sewelli,arabian whip lobster,NA,"11.1, 11.1.2, 9.3, 9.4, 9.6",200 m +,lc,0
170013,parribacus japonicus,japanese mitten lobster,NA,9.8,< 200 m,dd,NA
170014,panulirus laevicauda,smoothtail spiny lobster,NA,"9.2, 9.8",< 200 m,dd,NA
170015,palinurellus gundlachi,caribbean furry lobster,NA,"9.2, 9.8",< 200 m,lc,0
170016,puerulus velutinus,velvet whip lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
170017,sagmariasus verreauxi,green rock lobster,NA,"10.1, 9.2, 9.3, 9.4, 9.5",200 m +,lc,0
170018,nephropsis occidentalis,pacific lobsterette,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
170019,metanephrops sinensis,china lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
170020,scyllarides astori,galápagos slipper lobster,NA,9.2,< 200 m,dd,NA
170021,metanephrops binghami,caribbean lobster,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
170022,scyllarides roggeveeni,easter island slipper lobster,NA,18,unknown,dd,NA
170023,ibacus novemdentatus,smooth fan lobster,NA,"10.1, 10.2, 9.4, 9.5, 9.6",200 m +,lc,0
170024,thymopsis nilenta,nilenta lobsterette,NA,11.1,deep oceanic,lc,0
170025,jasus edwardsii,southern rock lobster,NA,"10.1, 9.2",200 m +,lc,0
170026,ibacus brevipes,serrate fan lobster,NA,"10.1, 10.2, 9.4, 9.5, 9.6",200 m +,lc,0
170028,scyllarides herklotsii,red slipper lobster,NA,"11.1, 11.1.1, 11.1.2, 9.2, 9.4, 9.5, 9.6",200 m +,dd,NA
170029,palinustus truncatus,american blunthorn lobster,NA,"11.1, 11.1.1, 11.1.2, 9.4, 9.6, 9.8",200 m +,lc,0
170030,scyllarides delfosi,three-spot slipper lobster,NA,"10.1, 9.1, 9.4",200 m +,dd,NA
170031,panulirus femoristriga,white-whiskered coral crayfish,NA,"9.2, 9.8",< 200 m,lc,0
170032,nephropsis suhmi,red and white lobsterette,NA,"11.1, 11.1.2",deep oceanic,lc,0
170033,palibythus magnificus,musical furry lobster,NA,18,unknown,dd,NA
170034,arctides antipodarum,rough spanish lobster,NA,"9.1, 9.2",< 200 m,lc,0
170035,palinurus mauritanicus,pink spiny lobster,NA,"11.1, 9.2, 9.6",200 m +,lc,0
170036,metanephrops japonicus,japanese lobster,NA,"11.1, 11.1.2",deep oceanic,dd,NA
170037,eduarctus martensii,striated locust lobster,NA,"9.3, 9.4, 9.5, 9.6",< 200 m,lc,0
170038,thymops birsteini,patagonian lobsterette,NA,"10.2, 10.3",200 m +,lc,0
170039,metanephrops formosanus,formosa lobster,NA,"11.1, 11.1.2",deep oceanic,dd,NA
170040,metanephrops arafurensis,arafura lobster,NA,"11.1, 11.1.2",deep oceanic,dd,NA
170041,panulirus stimpsoni,chinese spiny lobster,NA,"9.2, 9.3",< 200 m,dd,NA
170042,projasus parkeri,cape jagged lobster,NA,"11.1, 11.5",deep oceanic,lc,0
170043,palinustus unicornutus,unicorn blunthorn lobster,NA,11.1,deep oceanic,lc,0
170044,nephropsis atlantica,scarlet lobsterette,NA,"11.1, 11.1.2",deep oceanic,lc,0
170046,palinurus charlestoni,cape verde spiny lobster,NA,"11.1, 9.2",200 m +,nt,0.2
170047,palinustus mossamicus,buffalo blunthorn lobster,NA,"11.1, 9.8, 9.8.3",200 m +,dd,NA
170048,palinustus waguensis,japanese blunthorn lobster,NA,9.2,< 200 m,lc,0
170049,palinurellus wieneckii,indo-pacific furry lobster,NA,9.8,< 200 m,lc,0
170050,metanephrops boschmai,bight lobster,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
170051,projasus bahamondei,chilean jagged lobster,NA,"11.1, 9.3, 9.4, 9.5",200 m +,lc,0
170052,arctides guineensis,small spanish lobster,NA,"11.1, 9.8, 9.8.3",200 m +,lc,0
170053,metanephrops sibogae,siboga lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
170054,linuparus trigonus,japanese spear lobster,NA,"11.1, 11.1.1, 11.1.2, 9.2, 9.4, 9.5, 9.6",200 m +,lc,0
170055,petrarctus rugosus,hunchback locust lobster,NA,"9.3, 9.4, 9.5, 9.6",< 200 m,lc,0
170056,scyllarus pygmaeus,pygmy locust lobster,NA,"10.1, 9.4, 9.9",200 m +,lc,0
170057,panulirus pascuensis,easter island spiny lobster,NA,9.2,< 200 m,dd,NA
170059,parribacus scarlatinus,marbled mitten lobster,NA,9.8,< 200 m,dd,NA
170060,nephropides caribaeus,mitten lobsterette,NA,"11.1, 11.1.2",deep oceanic,dd,NA
170061,panulirus gracilis,green spiny lobster,NA,"9.2, 9.3",< 200 m,dd,NA
170062,panulirus homarus,scalloped spiny lobster,NA,9.2,< 200 m,lc,0
170063,arctides regalis,royal spanish lobster,NA,"9.8, 9.8.3",< 200 m,lc,0
170064,metanephrops velutinus,velvet lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
170065,linuparus somniosus,african spear lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
170066,panulirus longipes,longlegged spiny lobster,NA,"9.2, 9.8",< 200 m,lc,0
170067,panulirus marginatus,banded spiny lobster,NA,9.2,< 200 m,dd,NA
170068,neoglyphea inopinata,NA,NA,"11.1, 11.1.2, 9.6",200 m +,dd,NA
170069,nephropsis carpenteri,ridge-back lobsterette,NA,"11.1, 11.1.2",deep oceanic,lc,0
170070,linuparus sordidus,oriental spear lobster,NA,11.1,deep oceanic,lc,0
170071,parribacus antarcticus,sculptured mitten lobster,NA,"9.2, 9.8",< 200 m,lc,0
170072,jasus lalandii,cape rock lobster,NA,9.2,< 200 m,lc,0
170073,panulirus cygnus,australian spiny lobster,NA,"9.2, 9.8",< 200 m,lc,0
170074,thaumastochelopsis wardi,australian pincer lobster,NA,18,unknown,dd,NA
170075,scyllarides aequinoctialis,spanish slipper lobster,NA,"9.8, 9.8.3",< 200 m,lc,0
170079,metanephrops thomsoni,NA,NA,"11.1, 11.1.2",deep oceanic,dd,NA
170080,puerulus angulatus,banded whip lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
170081,ibacus ciliatus,japanese fan lobster,NA,"10.1, 10.2, 9.4, 9.5, 9.6",200 m +,dd,NA
170082,nephropsis agassizii,prickly lobsterette,NA,"11.1, 11.1.2",deep oceanic,lc,0
170083,jasus tristani,tristan rock lobster,NA,"12.1, 9.2, 9.7",< 200 m,lc,0
170085,eunephrops bairdii,red lobster,NA,11.1,deep oceanic,dd,NA
170086,nephropsis ensirostris,gladiator lobsterette,NA,"11.1, 11.1.2",deep oceanic,lc,0
170087,ibacus alticrenatus,velvet fan lobster,NA,"10.1, 10.2, 9.5, 9.6",200 m +,lc,0
170088,scyllarides nodifer,ridged slipper lobster,NA,"9.2, 9.3, 9.4, 9.8",< 200 m,lc,0
170089,metanephrops neptunus,neptune lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
170090,parribacus perlatus,easter island mitten lobster,NA,9.2,< 200 m,dd,NA
170091,panulirus brunneiflagellum,NA,NA,18,unknown,dd,NA
170092,nephropsis sulcata,grooved lobsterette,NA,"11.1, 11.1.2",deep oceanic,lc,0
170093,eunephrops cadenasi,sculptured lobster,NA,18,unknown,lc,0
170094,panulirus regius,royal spiny lobster,NA,"9.2, 9.4",< 200 m,dd,NA
170095,thaumastocheles zaleucus,atlantic pincer lobster,NA,"11.1, 11.1.2",deep oceanic,lc,0
170096,thaumastocheles japonicus,pacific pincer lobster,NA,11.1,deep oceanic,lc,0
170097,justitia longimanus,west indian furrow lobster,NA,"9.2, 9.8, 9.8.3",< 200 m,dd,NA
170153,acanthopagrus schlegelii,blackhead seabream,NA,"9.10, 9.2, 9.3",< 200 m,lc,0
170154,diplodus argenteus,south-american silver porgy,NA,"9.2, 9.3, 9.8, 9.9",< 200 m,lc,0
170155,diplodus sargus,white seabream,NA,"9.2, 9.3, 9.4",< 200 m,lc,0
170156,archosargus rhomboidalis,sea bream,NA,"12.7, 9.10, 9.4, 9.5, 9.8, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.9",< 200 m,lc,0
170157,dentex spariformis,saffronfin sea bream,NA,11.1,deep oceanic,lc,0
170158,dentex angolensis,angola dentex,NA,"9.4, 9.5, 9.6",< 200 m,nt,0.2
170159,pagrus caeruleostictus,bluespotted seabream,NA,"9.2, 9.3, 9.4, 9.5",< 200 m,lc,0
170160,lithognathus mormyrus,striped seabream,NA,"9.2, 9.3, 9.4, 9.5, 9.9",< 200 m,lc,0
170161,cheimerius matsubarai,hoshierenko,NA,11.1,deep oceanic,vu,0.4
170162,pagellus bellottii,red pandora,NA,"9.2, 9.4",< 200 m,lc,0
170163,sparidentex datnia,NA,NA,9.10,< 200 m,dd,NA
170164,rhabdosargus thorpei,bigeye stumpnose,NA,"9.10, 9.2, 9.3, 9.8",< 200 m,lc,0
170165,rhabdosargus haffara,haffara seabream,NA,"9.4, 9.5, 9.8",< 200 m,lc,0
170166,dentex maroccanus,morocco dentex,NA,"9.3, 9.4, 9.5, 9.6",< 200 m,lc,0
170167,pagrus major,red seabream,NA,"9.10, 9.2, 9.3, 9.4, 9.9",< 200 m,lc,0
170168,stenotomus chrysops,scup,NA,"15.11, 9.10, 9.2, 9.4",< 200 m,nt,0.2
170169,sarpa salpa,karanteen,NA,"9.2, 9.3, 9.4, 9.7, 9.9",< 200 m,lc,0
170170,chrysoblephus laticeps,roman seabream,NA,"9.2, 9.3",< 200 m,nt,0.2
170171,boops lineatus,striped boga,NA,"9.2, 9.4, 9.5",< 200 m,dd,NA
170172,spondyliosoma emarginatum,steentjie,NA,9.2,< 200 m,lc,0
170173,acanthopagrus vagus,riverbream,NA,"12.7, 9.10, 9.3, 9.4, 9.5, 9.6",< 200 m,vu,0.4
170174,sparidentex hasta,sobaity seabream,NA,"9.3, 9.4, 9.5, 9.8, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m,lc,0
170175,diplodus capensis,blacktail,NA,"12.1, 12.2, 12.3, 12.6, 9.10, 9.2, 9.3, 9.4",< 200 m,lc,0
170176,dentex abei,yellowfin sea bream,NA,9.2,< 200 m,lc,0
170177,calamus mu,flathead porgy,NA,"9.4, 9.5",< 200 m,lc,0
170178,calamus nodosus,knobbed porgy,NA,"15.11, 9.2, 9.8, 9.8.1, 9.8.2, 9.8.3",< 200 m,lc,0
170179,acanthopagrus chinshira,NA,NA,9.10,< 200 m,nt,0.2
170180,stenotomus caprinus,longspine porgy,NA,"9.4, 9.5, 9.6",< 200 m,lc,0
170181,acanthopagrus palmaris,northwest black bream,NA,"9.10, 9.5, 9.6, 9.8, 9.8.6",< 200 m,lc,0
170182,calamus proridens,littlehead porgy,NA,"15.11, 9.2, 9.8, 9.8.1, 9.8.2, 9.8.3, 9.8.6",< 200 m,lc,0
170183,chrysoblephus cristiceps,dageraad,NA,"9.2, 9.3",< 200 m,cr,0.8
170184,polysteganus praeorbitalis,scotsman seabream,NA,"9.2, 9.3",< 200 m,vu,0.4
170185,porcostoma dentata,dane seabream,NA,9.2,< 200 m,lc,0
170186,dentex gibbosus,pink dentex,NA,"9.2, 9.3, 9.4",< 200 m,lc,0
170187,calamus campechanus,campeche porgy,NA,10.1,200 m +,dd,NA
170188,acanthopagrus randalli,middle east black seabream,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,dd,NA
170189,acanthopagrus butcheri,black bream,NA,9.10,< 200 m,lc,0
170190,calamus bajonado,jolthead porgy,NA,"9.2, 9.8, 9.8.1, 9.8.2, 9.8.3, 9.8.6, 9.9",< 200 m,lc,0
170191,argyrops bleekeri,king soldier bream,NA,"9.4, 9.5, 9.6",< 200 m,lc,0
170192,dentex canariensis,canary dentex,NA,"9.2, 9.3, 9.4",< 200 m,lc,0
170193,gymnocrotaphus curvidens,janbruin,NA,"12.1, 12.6, 9.2",< 200 m,lc,0
170194,chrysoblephus anglicus,englishman seabream,NA,"9.2, 9.3",< 200 m,nt,0.2
170195,chrysoblephus lophus,false red stumpnose,NA,"9.2, 9.3",< 200 m,lc,0
170196,polyamblyodon gibbosum,knife-back seabream,NA,"9.1, 9.2, 9.3",< 200 m,lc,0
170197,oblada melanura,saddled seabream,NA,"9.2, 9.3, 9.4, 9.7, 9.9",< 200 m,lc,0
170198,rhabdosargus sarba,goldlined seabream,NA,"9.10, 9.2, 9.3, 9.4, 9.5",< 200 m,lc,0
170199,acanthopagrus sivicolus,okinawa seabream,NA,9.10,< 200 m,vu,0.4
170200,lithognathus aureti,west coast steenbras,NA,"9.3, 9.4",< 200 m,nt,0.2
170201,pachymetopon aeneum,blue hottentot,NA,"9.2, 9.3",< 200 m,lc,0
170203,rhabdosargus holubi,cape stumpnose,NA,"9.10, 9.2, 9.3, 9.4, 9.9",< 200 m,lc,0
170204,cymatoceps nasutus,black musselcracker,NA,"9.2, 9.3",< 200 m,vu,0.4
170205,calamus pennatula,pluma porgy,NA,"9.2, 9.4",< 200 m,lc,0
170206,polysteganus undulosus,seventy-four seabream,NA,"9.2, 9.3",< 200 m,cr,0.8
170207,calamus penna,sheepshead porgy,NA,"9.2, 9.8, 9.8.2, 9.9",< 200 m,lc,0
170208,pachymetopon grande,bronze seabream,NA,9.2,< 200 m,nt,0.2
170209,diplodus fasciatus,banded seabream,NA,"9.3, 9.4",< 200 m,lc,0
170210,pachymetopon blochii,hottentot seabream,NA,"9.2, 9.3, 9.7",< 200 m,lc,0
170211,diplodus prayensis,two-banded seabream,NA,"9.2, 9.6",< 200 m,lc,0
