am_sid,binomial
w-hyd-291271,vallentinia adherens
w-hyd-221195,leuckartiara zacae
w-hyd-117997,tubularia regalis
w-hyd-117850,aglantha elata
w-hyd-221239,solmaris rhodoloma
w-scy-135307,deepstaria enigmatica
w-sta-287218,manania distincta
w-ase-292882,freyella microplax
w-ase-368459,astropecten verrilli
w-ase-292746,peribolaster biserialis
its-158600,retiometra alascana
w-hol-529582,pachythyone rubra
w-oph-242631,amphilepis patens
w-oph-243396,ophiacantha phragma
w-oph-243420,ophiacantha trachybactra
w-oph-244260,ophiura bathybia
slb-67170,microporella coronata
slb-67291,phidolopora labiata
w-bry-422411,rhynchozoon rostratum
slb-67653,lichenopora radiata
slb-67684,stomatopora granulata
w-gtd-265977,onychognathia rhombocephala
its-206874,rhabdopleura annulata
w-msc-367969,chaceia ovoidea
w-msc-507021,penitella conradi
w-msc-507019,penitella richardsoni
w-msc-505935,adula gruneri
w-msc-505936,adula schmidtii
slb-69092,modiolatus neglectus
w-msc-506103,modiolus sacculifer
w-msc-506182,solamen leanum
w-msc-605704,crassostrea corteziensis
w-msc-506773,lyonsia bracteata
slb-69599,heteroclidus punctatus
w-msc-507075,atrina oldroydii
w-msc-507079,atrina texta
w-msc-504894,cyclocardia bailyi
w-msc-504903,hippocampocardia barbarensis
w-msc-504924,milneria kelseyi
w-msc-504923,milneria minima
w-msc-156989,pythinella cuneata
w-msc-582734,rhamphidonta retifera
slb-70708,ameritella modesta
w-msc-507499,chione californiensis
w-msc-139174,cirrothauma murrayi
slb-71003,muusoctopus oregonensis
slb-71010,muusoctopus yaquinae
w-msc-341962,octopus chierchiae
w-msc-342054,scaeurgus patagiatus
w-amp-431783,cyclocaris tahitensis
w-msc-445308,haliotis corrugata
w-msc-445362,haliotis sorenseni
slb-72013,scissurella coronata
w-msc-581395,acteocina cerealis
w-amp-535567,gibberosus devaneyi
w-msc-433128,bellaspira grippi
slb-74686,trophonopsis orpheus
w-msc-574937,carinaria japonica
slb-76424,simnia avena
w-msc-536436,tylodina spongotheras
slb-77390,loy thompsoni
slb-77495,leostyletus misakiensis
w-msc-581826,platydoris macfarlandi
w-msc-456596,lottia limatula
slb-80201,tripoplax regularis
w-msc-848094,stenoplax fallax
w-msc-385818,leptochiton nexus
w-msc-488022,oldroydia percrassa
w-msc-344428,antalis berryi
slb-86489,haliclona edaphus
slb-86934,acanthancora cyanocrypta
slb-88276,themiste blanda
slb-88279,themiste dyscrita
its-659924,alpheus oahuensis
slb-91544,holothuria paraprinceps
slb-91591,holothuria theeli
w-por-164605,sycon protectum
slb-93676,spinoaglaja orientalis
w-bry-111675,walkeria tuberosa
slb-93967,soleneiscus irregularis
w-msc-545016,chaetoderma eruditum
slb-94432,chaetoderma argenteum
w-msc-545051,chaetoderma scabrum
w-asc-250901,molgula napiformis
w-msc-344187,fissidentalium actiniophorum
w-tur-142698,notocelis gullmarensis
w-msc-344330,gadila austinclarki
w-msc-344401,episiphon innumerabile
w-asc-388467,trididemnum alexi
w-bra-235579,macandrevia diamantina
slb-9724,metacarcinus anthonyi
w-hyd-117980,trichydra pudica
its-660123,sternostylus iaspis
its-660125,pseudomunida fragilis
slb-97534,discophyton rudyi
w-hex-283444,urticina mcpeaki
w-msc-597112,gymnodoris okinawae
w-msc-386317,onithochiton lyellii
slb-98965,deima validum
w-bch-440136,metadynomene devaneyi
slb-117289,prodotia iostoma
slb-88121,aspidosiphon coyi
w-bch-440444,ethusa indonesiensis
w-bch-440185,lamoha inflata
its-656264,solidobalanus hawaiensis
slb-190386,periclimenes crosnieri
w-msc-413943,sansonia shigemitsui
slb-189618,charybdis erythrodactyla
w-bch-443855,tetralia brunalineata
slb-190261,microprosthema lubricum
slb-130155,uroptychus soyomaruae
w-tha-720108,pseudusa bostigrinus
w-hyd-1035143,solmundaegina nematophora
w-hol-529681,synallactes sagamiensis
w-pyc-239914,nymphon elongatum
w-bra-235383,discradisca sparselineata
slb-157806,pontonides loloata
w-ost-462570,cletocythereis watsonae
slb-190044,galathea latirostris
chn-7292168a-7e48-49d8-8b1c-01144f18309b,prionalpheus triarticulatus
w-pyc-240189,achelia brevirostris
w-nem-147222,tubulanus capistratus
slb-29811,colossendeis minuta
w-scy-291224,tiburonia granrojo
slb-67444,cradoscrupocellaria bertholletii
w-msc-527163,muusoctopus robustus
w-oph-244054,ophiosemnotes paucispina
w-hyd-117329,bougainvillia principis
slb-69099,musculus niger
w-pyc-239785,phoxichilidium micropalpidum
w-pyc-239535,nymphon basispinosum
w-pyc-239789,nymphon microsetosum
w-iso-257025,exosphaeroma inornata
w-pyc-239632,achelia megova
w-hyd-117934,thuiaria carica
w-hyd-117354,rhizorhagium roseum
w-hyd-285439,dynamena heterodonta
slb-3134,euthalenessa digitata
slb-30297,bathypallenopsis californica
wbd-eup-92,thysanopoda egregia
w-msc-410348,cirrothauma magna
w-bra-235453,liothyrella moseleyi
w-hyd-285835,pliobothrus fistulosus
w-hyd-285867,stylaster cocosensis
w-cte-265844,bathyctena chuni
slb-61973,caryophyllia solida
w-oph-244210,ophiotoma paucispina
w-msc-343689,neopilina galatheae
w-iso-261113,mastigoniscus gratissimus
w-ase-380765,benthopecten spinuliger
w-scl-286976,dendrophyllia johnsoni
w-iso-258955,aphantolana costaricensis
its-659882,bathypalaemonella pandaloides
w-msc-395911,microliotia alvanioides
slb-190207,nematocarcinus machaerophorus
slb-30302,bathypallenopsis comosa
its-552026,neosergestes brevispinatus
slb-119657,cyanagraea praedator
w-msc-449962,hirtopelta hirta
slb-113161,munida antliae
w-cop-353789,nilva torifera
w-cop-355309,rhogobius contractus
w-cop-355914,stygiopontius appositus
slb-119444,catillopecten vulcani
w-pol-331379,pseudexogone backstromi
w-msc-536896,fucaria striata
w-pol-330418,parougia wolfi
w-pol-332941,amphiduropsis axialensis
w-cop-362317,ambilimbus altalis
slb-70965,argonauta argo
w-cop-348890,aphotopontius arcuatus
w-ase-380614,leptychaster inermis
w-iso-256661,natatolana californiensis
w-pyc-239643,colossendeis peloria
w-for-556253,abyssotherma pacifica
w-ost-461313,xylocythere vanharteni
w-iso-472986,bathione magnafolia
its-660004,plesionika carinirostris
w-iso-260505,haplomunna hubbsi
w-msc-544986,spathoderma californicum
w-por-167942,cyamon argon
w-msc-506183,solamen megas
w-msc-558916,armina cordellensis
slb-94594,felimida galexorum
slb-9723,romaleon antennarium
slb-97520,falcidens macracanthos
w-pyc-239815,achelia simplissima
w-tur-483790,eurylepta californica
w-tur-483986,pseudoceros luteus
w-tha-720105,doliolula equus
w-msc-736491,waldo arthuri
w-pyc-240358,nymphon duospinum
w-pyc-240015,nymphon molum
w-pyc-240222,nymphon profundum
w-pyc-240284,nymphon stipulum
w-pyc-240296,pycnosomia strongylocentroti
w-cte-265210,leucothea pulchra
w-iso-256338,pleurogonium californiense
w-pyc-239602,nymphon aculeatum
w-kin-265071,echinoderes kozloffi
slb-29590,austrodecus aconae
w-pyc-239836,heteronymphon bioculatum
